time,event
8.588086228753829,1
11.640647338075084,1
9.481370608933487,1
2.8837642868418905,0
6.721402115684299,1
3.6083330461978043,0
6.918944985812717,1
17.035750388759947,1
22.232144256992576,1
5.3961910798435255,0
13.501938629707036,1
8.274428069825447,1
8.898646868239453,1
18.8996786601122,1
1.7576030050918838,1
2.0255337295586826,1
0.7472220739956724,1
14.728619341465956,1
13.137371971008085,1
23.439365967971185,0
24.54412760031787,1
13.709656363035293,1
7.262633065688103,1
8.615568098945385,0
19.1552945675271,0
4.31093659686054,0
2.8821445381380317,1
20.30989813880285,1
17.22066318103517,0
6.59490453526812,1
4.553617304500875,1
13.035215103130406,1
0.015958432851001476,0
1.5718042903436968,0
15.100949390085162,0
9.740853279533013,1
9.643447126136795,1
9.728468151837642,1
20.232613395388185,1
10.945580348020316,1
5.833248665934432,1
6.9110338669927405,1
11.26800113178297,1
12.81934661146768,0
10.64899779360995,1
10.724353237612583,1
3.821156408312305,1
3.39081172938454,0
5.236773013814668,1
0.8682750859421464,0
8.933912098317006,1
6.9334049137238765,1
27.072756176662214,1
2.262746904701924,1
14.180909891132082,0
3.1395413032337944,1
10.387880845835314,1
13.82703243507143,0
7.600053412298985,0
4.282772325518965,1
5.002644990188545,0
2.391554132692421,1
10.448815758668204,1
2.8069275596898082,1
3.6319359742576225,1
5.959100059586522,1
14.357366494014823,1
1.5545748977616178,0
16.338482604371954,0
2.16927165462687,1
24.13307832926629,1
7.307084759894668,0
24.18838778103138,1
9.517317728148475,1
12.180141777052885,1
1.169145103270253,1
4.798618977383922,1
6.6671187520733755,0
4.977561372027612,1
2.518481109745064,1
5.271162029042973,1
1.4417875944225704,0
1.6380644403749476,1
8.556433509616854,0
13.46833218344707,0
4.564818465367817,1
8.186870841761284,1
3.4999348941665893,0
12.218203714478161,0
19.14620080763729,1
5.279049069194272,1
10.661484792466664,1
4.216100018212422,0
29.622346688469886,0
4.887174172924881,1
2.8235045210827403,0
9.204837218350635,1
2.984544962096361,0
14.608916729331149,1
0.28084552100281,1
10.865751384725634,1
5.5633115956010855,0
12.086407576650354,1
7.888410680323107,0
36.77869780215759,0
11.40591998066679,0
9.298142808450187,1
8.967686606548666,1
3.9940715113808856,1
21.041809077531237,1
7.055365284216821,1
15.197177564268294,1
11.306471754924694,1
4.9949711262940895,1
14.137254495444814,1
6.341689908169418,1
16.55204569335109,1
9.117121938084058,1
2.6237038815790386,0
3.9441232550726495,0
11.861911370269,1
4.988294430395311,0
0.29707881657403795,0
10.217468722939893,1
6.724227625199884,1
5.25975660872791,0
4.038398042943897,0
5.05053742932687,1
10.522046152319763,1
4.896186123028863,1
9.747567251029206,1
6.793682169839911,1
12.312581311802118,0
5.006321789947885,1
8.930107816743119,1
9.278346578028453,1
12.876172246413049,0
2.2739738856292275,0
10.368948212891944,1
3.8537919064254016,0
17.26538579485743,1
5.943189621084983,1
6.894417103476712,1
17.04285049344317,1
13.911938425593824,1
11.398954545159015,1
2.2343126519814556,1
18.5147508345397,1
11.620103915360362,1
8.241645191337778,0
2.9701455550238642,1
16.010808369590677,1
3.1563192538243063,1
9.70424509641655,1
0.07307649893042234,0
0.3397806420453861,0
13.944823250958676,1
3.731664639387908,0
6.490266042349294,1
1.725493692884714,1
3.833166089495795,0
7.147726948655398,1
11.790952609923814,1
15.560676461036632,0
23.965114503354084,1
15.536620150056095,1
0.517817054704945,1
5.8396567650051034,1
26.072896308878573,0
10.840102037349592,0
8.152737264896041,1
1.4614570867588714,1
3.6788938541683263,1
0.7044079850123318,1
0.13749499089070488,0
4.00551626497209,1
5.640829798288511,1
19.064027941829195,1
36.359651679918855,0
1.015415534051726,1
24.728141514798697,0
0.19419401275231865,0
9.04988562200147,1
4.19461791808596,1
19.49198532184626,1
9.676229781152328,1
7.740904696643014,0
9.262071452021123,1
7.770132650691847,0
9.994119028725748,0
31.215746581716974,0
8.795996829903364,0
3.488375180307208,1
20.28488762257119,1
12.186798629823283,1
7.689149599535945,1
4.052852444501672,1
4.416514060327457,1
1.528886548790183,1
6.87381539966717,1
5.187904837935029,1
14.144277192884797,0
4.149868319630263,0
10.160241779498534,0
0.8547224029885203,1
1.6923089971486545,1
10.897094968573418,1
10.360278010815016,0
8.394522489519522,1
8.571591602461279,0
27.817855492922313,1
0.7026777422709594,0
30.410605469505715,0
4.537049758511996,1
0.7579542092643801,1
12.63582895146106,1
5.29855192656686,1
6.161415723545936,1
3.1057669726576016,0
14.677243818751375,1
9.77811744324049,0
5.793637983626145,0
0.10642167098940677,0
13.678208468408386,1
32.707812369753675,0
21.045958653332463,1
11.05981884063095,1
7.554468508874523,0
20.543404875953243,1
11.987666199815976,1
4.410932778871154,1
3.86113707114996,1
8.109091305799925,1
0.8775876599693023,1
3.78134630642791,1
6.7359489765743845,1
6.0336776692455105,1
7.2931088582197,1
4.7291303276570025,1
9.20939922600709,1
15.842454418069213,1
2.500434490903849,1
0.7523437087833263,0
2.7172406112728598,1
3.2330602725971684,0
6.335503330057003,1
8.855806282516513,1
3.4479242384317987,1
4.903160134731289,0
7.653344643418608,1
52.78888799980955,0
19.963254661671844,1
12.808248806641016,1
0.8129124546573008,0
17.628070122928005,1
1.9650516475367243,1
8.642079326804863,1
18.552768112950325,0
22.02412496092528,1
4.562180813861253,0
4.234255861977341,1
7.826484957897755,0
0.6498504016781512,1
19.162109317251485,1
1.428039533140831,0
14.848102283504609,0
